sample_id,y
sample_1095,0.6053798198699951
sample_1096,0.6053798198699951
sample_1097,0.6053798198699951
sample_1098,0.6053798198699951
sample_1099,0.6053798198699951
sample_1100,0.6053798198699951
sample_1101,0.6053798198699951
sample_1102,0.6053798198699951
sample_1103,0.6053798198699951
sample_1104,0.6053798198699951
sample_1105,0.6053798198699951
sample_1106,0.6053798198699951
sample_1107,0.6053798198699951
sample_1108,0.6053798198699951
sample_1109,0.6053798198699951
sample_1110,0.6053798198699951
sample_1111,0.6053798198699951
sample_1112,0.6053798198699951
sample_1113,0.6053798198699951
sample_1114,0.6053798198699951
sample_1115,0.6053798198699951
sample_1116,0.6053798198699951
sample_1117,0.6053798198699951
sample_1118,0.6053798198699951
sample_1119,0.6053798198699951
sample_1120,0.6053798198699951
sample_1121,0.6053798198699951
sample_1122,0.6053798198699951
sample_1123,0.6053798198699951
sample_1124,0.6053798198699951
sample_1125,0.6053798198699951
sample_1126,0.6053798198699951
sample_1127,0.6053798198699951
sample_1128,0.6053798198699951
sample_1129,0.6053798198699951
sample_1130,0.6053798198699951
sample_1131,0.6053798198699951
sample_1132,0.6053798198699951
sample_1133,0.6053798198699951
sample_1134,0.6053798198699951
sample_1135,0.6053798198699951
sample_1136,0.6053798198699951
sample_1137,0.6053798198699951
sample_1138,0.6053798198699951
sample_1139,0.6053798198699951
sample_1140,0.6053798198699951
sample_1141,0.6053798198699951
sample_1142,0.6053798198699951
sample_1143,0.6053798198699951
sample_1144,0.6053798198699951
sample_1145,0.6053798198699951
sample_1146,0.6053798198699951
sample_1147,0.6053798198699951
sample_1148,0.6053798198699951
sample_1149,0.6053798198699951
sample_1150,0.6053798198699951
sample_1151,0.6053798198699951
sample_1152,0.6053798198699951
sample_1153,0.6053798198699951
sample_1154,0.6053798198699951
sample_1155,0.6053798198699951
sample_1156,0.6053798198699951
sample_1157,0.6053798198699951
sample_1158,0.6053798198699951
sample_1159,0.6053798198699951
sample_1160,0.6053798198699951
sample_1161,0.6053798198699951
sample_1162,0.6053798198699951
sample_1163,0.6053798198699951
sample_1164,0.6053798198699951
sample_1165,0.6053798198699951
sample_1166,0.6053798198699951
sample_1167,0.6053798198699951
sample_1168,0.6053798198699951
sample_1169,0.6053798198699951
sample_1170,0.6053798198699951
sample_1171,0.6053798198699951
sample_1172,0.6053798198699951
sample_1173,0.6053798198699951
sample_1174,0.6053798198699951
sample_1175,0.6053798198699951
sample_1176,0.6053798198699951
sample_1177,0.6053798198699951
sample_1178,0.6053798198699951
sample_1179,0.6053798198699951
sample_1180,0.6053798198699951
sample_1181,0.6053798198699951
sample_1182,0.6053798198699951
sample_1183,0.6053798198699951
sample_1184,0.6053798198699951
sample_1185,0.6053798198699951
sample_1186,0.6053798198699951
sample_1187,0.6053798198699951
sample_1188,0.6053798198699951
sample_1189,0.6053798198699951
sample_1190,0.6053798198699951
sample_1191,0.6053798198699951
sample_1192,0.6053798198699951
sample_1193,0.6053798198699951
sample_1194,0.6053798198699951
sample_1195,0.6053798198699951
sample_1196,0.6053798198699951
sample_1197,0.6053798198699951
sample_1198,0.6053798198699951
sample_1199,0.6053798198699951
sample_1200,0.6053798198699951
sample_1201,0.6053798198699951
sample_1202,0.6053798198699951
sample_1203,0.6053798198699951
sample_1204,0.6053798198699951
sample_1205,0.6053798198699951
sample_1206,0.6053798198699951
sample_1207,0.6053798198699951
sample_1208,0.6053798198699951
sample_1209,0.6053798198699951
sample_1210,0.6053798198699951
sample_1211,0.6053798198699951
sample_1212,0.6053798198699951
sample_1213,0.6053798198699951
sample_1214,0.6053798198699951
sample_1215,0.6053798198699951
sample_1216,0.6053798198699951
sample_1217,0.6053798198699951
sample_1218,0.6053798198699951
sample_1219,0.6053798198699951
sample_1220,0.6053798198699951
sample_1221,0.6053798198699951
sample_1222,0.6053798198699951
sample_1223,0.6053798198699951
sample_1224,0.6053798198699951
sample_1225,0.6053798198699951
sample_1226,0.6053798198699951
sample_1227,0.6053798198699951
sample_1228,0.6053798198699951
sample_1229,0.6053798198699951
sample_1230,0.6053798198699951
sample_1231,0.6053798198699951
sample_1232,0.6053798198699951
sample_1233,0.6053798198699951
sample_1234,0.6053798198699951
sample_1235,0.6053798198699951
sample_1236,0.6053798198699951
sample_1237,0.6053798198699951
sample_1238,0.6053798198699951
sample_1239,0.6053798198699951
sample_1240,0.6053798198699951
sample_1241,0.6053798198699951
sample_1242,0.6053798198699951
sample_1243,0.6053798198699951
sample_1244,0.6053798198699951
sample_1245,0.6053798198699951
sample_1246,0.6053798198699951
sample_1247,0.6053798198699951
sample_1248,0.6053798198699951
sample_1249,0.6053798198699951
sample_1250,0.6053798198699951
sample_1251,0.6053798198699951
sample_1252,0.6053798198699951
sample_1253,0.6053798198699951
sample_1254,0.6053798198699951
sample_1255,0.6053798198699951
sample_1256,0.6053798198699951
sample_1257,0.6053798198699951
sample_1258,0.6053798198699951
sample_1259,0.6053798198699951
sample_1260,0.6053798198699951
sample_1261,0.6053798198699951
sample_1262,0.6053798198699951
sample_1263,0.6053798198699951
sample_1264,0.6053798198699951
sample_1265,0.6053798198699951
sample_1266,0.6053798198699951
sample_1267,0.6053798198699951
sample_1268,0.6053798198699951
sample_1269,0.6053798198699951
sample_1270,0.6053798198699951
sample_1271,0.6053798198699951
sample_1272,0.6053798198699951
sample_1273,0.6053798198699951
sample_1274,0.6053798198699951
sample_1275,0.6053798198699951
